suite,path,expected_failure,historical_rc,fixed_rc,historical_r1,fixed_r1,historical_r2,fixed_r2,historical_plan_sha256,fixed_plan_sha256,plan_identical
integration_serial,test/IntegrationTest_serial/issue6_adhoc/query-6.rql,False,0,0,0,0,0,0,ac22f73bec26150a28f46a3f017ac7045324b0ceb2e000fc0babd7ed927efb19,ac22f73bec26150a28f46a3f017ac7045324b0ceb2e000fc0babd7ed927efb19,True
integration_serial,test/IntegrationTest_serial/k19_boundaries/query.rql,False,0,0,0,0,0,0,a566b7961ac11e8a2bde704c159004832695ffca8f803b02fd6be2213de3f172,a566b7961ac11e8a2bde704c159004832695ffca8f803b02fd6be2213de3f172,True
integration_serial,test/IntegrationTest_serial/null_divide_by_zero/query.rql,False,0,0,0,0,0,0,bcbd03a703fe51998a010c9ac914791e4846c0d4eac6c28a8748fb83f2b9f918,bcbd03a703fe51998a010c9ac914791e4846c0d4eac6c28a8748fb83f2b9f918,True
integration_serial,test/IntegrationTest_serial/operations/query.rql,False,0,0,0,0,0,0,1acfbb37d9382d8688b8de870ff5c082e7895995619d4be7db5d7e10143bff07,1acfbb37d9382d8688b8de870ff5c082e7895995619d4be7db5d7e10143bff07,True
integration_serial,test/IntegrationTest_serial/optimizer_ablation/query.rql,False,0,0,4,4,1,1,650fe4990572d93afdb2183eddf7dd325d35deb641a71592b3bf88398dd42aeb,650fe4990572d93afdb2183eddf7dd325d35deb641a71592b3bf88398dd42aeb,True
integration_serial,test/IntegrationTest_serial/r1_identity_nulls/query.rql,False,0,0,1,1,0,0,a8922051e5a6b2a660b8f1cf9c1fcc5f0e2b9db32cc89822fb92a0b1a3d683c8,a8922051e5a6b2a660b8f1cf9c1fcc5f0e2b9db32cc89822fb92a0b1a3d683c8,True
integration_serial,test/IntegrationTest_serial/rotation_test/query.rql,False,0,0,0,0,0,0,a5f4b566c3e88bb483a528eda7d0d88f189fdfc62025242344be94c2649f1024,a5f4b566c3e88bb483a528eda7d0d88f189fdfc62025242344be94c2649f1024,True
integration_serial,test/IntegrationTest_serial/select_cse_commutative_add/query.rql,False,0,0,0,0,6,6,84cb17b3f387b3079947e6ac34172ed456a18814f32b5f708a30963c692a467a,84cb17b3f387b3079947e6ac34172ed456a18814f32b5f708a30963c692a467a,True
integration_serial,test/IntegrationTest_serial/simple/query.rql,False,0,0,0,0,0,0,c359ac55ae277d5235762e94855616944ab013f351c66d1c66b1bc1d455629f3,c359ac55ae277d5235762e94855616944ab013f351c66d1c66b1bc1d455629f3,True
integration_serial,test/IntegrationTest_serial/simple_max/query.rql,False,0,0,0,0,0,0,aa6891da523b5bec820e24b2b493d972fda2c72c845d229fc8583167f4180d51,aa6891da523b5bec820e24b2b493d972fda2c72c845d229fc8583167f4180d51,True
integration_serial,test/IntegrationTest_serial/xqry_elem_limit/query.rql,False,0,0,0,0,0,0,c6bc611840716c3c070922ee9baedf3ff7d80290f628cf72dfc90b978d512d5d,c6bc611840716c3c070922ee9baedf3ff7d80290f628cf72dfc90b978d512d5d,True
integration_parallel,test/IntegrationTest_parallel/Pattern1/query.rql,False,0,0,0,0,1,1,501b0c6819243ceaa155d4b2842022d5cda6d52105a672802c3ae94b40b5f87d,501b0c6819243ceaa155d4b2842022d5cda6d52105a672802c3ae94b40b5f87d,True
integration_parallel,test/IntegrationTest_parallel/Pattern2/query.rql,False,0,0,0,0,1,1,0d9795fcc2cb823b262899ba6ea6995278cab381bf1ee34005a6dfa4e37ff753,0d9795fcc2cb823b262899ba6ea6995278cab381bf1ee34005a6dfa4e37ff753,True
integration_parallel,test/IntegrationTest_parallel/Pattern3/query-unfold.rql,False,0,0,0,0,0,0,f15ef89844caba0a5efdcddad987bd75515cb80b853a1712d2f1ad5dcdaf8cfc,f15ef89844caba0a5efdcddad987bd75515cb80b853a1712d2f1ad5dcdaf8cfc,True
integration_parallel,test/IntegrationTest_parallel/Pattern4/query-crc.rql,False,0,0,0,0,0,0,a0c345d376bf61dfaa67d004193a71e9edbec18beffaef672711d35b201abb43,a0c345d376bf61dfaa67d004193a71e9edbec18beffaef672711d35b201abb43,True
integration_parallel,test/IntegrationTest_parallel/Pattern6/query.rql,False,0,0,0,0,0,0,e5dec026f2158aeac3aabb1e26590e3920f648ca07fe43f04002dd6f13595e22,e5dec026f2158aeac3aabb1e26590e3920f648ca07fe43f04002dd6f13595e22,True
integration_parallel,test/IntegrationTest_parallel/Pattern7/query.rql,False,0,0,0,0,0,0,0d77a67407d200f4c469964b14fc325ecafa75da799f87123b4fd38f06facdc2,0d77a67407d200f4c469964b14fc325ecafa75da799f87123b4fd38f06facdc2,True
integration_parallel,test/IntegrationTest_parallel/dsp/query.rql,False,0,0,0,0,1,1,fb35bd51206ccb40c012da8f4f8e22b2e2dcf0b61a96642144b6272ea9c50235,fb35bd51206ccb40c012da8f4f8e22b2e2dcf0b61a96642144b6272ea9c50235,True
integration_parallel,test/IntegrationTest_parallel/issue202_hash_shift_factorization/matched.rql,False,0,0,1,1,0,0,91248f658bcbc517e239bfc2ae731d17f81c05003f2ffb08a0f5be0dc1bd52d6,91248f658bcbc517e239bfc2ae731d17f81c05003f2ffb08a0f5be0dc1bd52d6,True
integration_parallel,test/IntegrationTest_parallel/issue202_hash_shift_factorization/unmatched.rql,False,0,0,0,0,0,0,e8e891a95e8475e2a078aba5569454c2a4037b4b3b6bf60a992e9373fe4b75c0,e8e891a95e8475e2a078aba5569454c2a4037b4b3b6bf60a992e9373fe4b75c0,True
integration_parallel,test/IntegrationTest_parallel/issue202_hash_shift_factorization/zero.rql,False,0,0,1,1,0,0,2b2bbf33ddb63f43a1c94f4b63a4ea0e74f6f049cf729f06278d64bb746b1d56,2b2bbf33ddb63f43a1c94f4b63a4ea0e74f6f049cf729f06278d64bb746b1d56,True
integration_parallel,test/IntegrationTest_parallel/issue31_doc/q-31.a.rql,False,0,0,0,0,0,0,5bd21c1a7310663a8f31ec039f49e8fbea203c6c3251c0deb7ee132aa02488c9,5bd21c1a7310663a8f31ec039f49e8fbea203c6c3251c0deb7ee132aa02488c9,True
integration_parallel,test/IntegrationTest_parallel/issue31_doc/q-31.b.rql,False,0,0,0,0,0,0,a61aab3c759baa3b2c8a1e604c63656092a59a827d9ffaf0c68b7f452e173b5f,a61aab3c759baa3b2c8a1e604c63656092a59a827d9ffaf0c68b7f452e173b5f,True
integration_parallel,test/IntegrationTest_parallel/issue31_doc/q-31.c.rql,False,0,0,0,0,0,0,a4d010b80e5fe90a9af80dc7822f3cd5b99c4fe4694a80fdf9118109fc672936,a4d010b80e5fe90a9af80dc7822f3cd5b99c4fe4694a80fdf9118109fc672936,True
integration_parallel,test/IntegrationTest_parallel/issue31_doc/q-31.d.rql,False,0,0,0,0,0,0,69c6a19a6d78359de1ad280addfa5539961b7e7582d51768e77c73b48fbc6525,69c6a19a6d78359de1ad280addfa5539961b7e7582d51768e77c73b48fbc6525,True
integration_parallel,test/IntegrationTest_parallel/issue95_loopInCompile/brokenQuery.rql,True,71,71,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
integration_parallel,test/IntegrationTest_parallel/issue96_no_substrat_reduction/queryNoSubstrat.rql,False,0,0,0,0,0,0,2668bd5ff06768350b0f0c6b2b749fcff8c663f9fdc3233839196ec1c6bd71f8,2668bd5ff06768350b0f0c6b2b749fcff8c663f9fdc3233839196ec1c6bd71f8,True
integration_parallel,test/IntegrationTest_parallel/issue96_substrat_reference/queryWithSubstrats.rql,False,0,0,0,0,1,1,677022b1f44c0f7928eb58099f15eaea562f1d664d0d9402fa5cec202514e87a,677022b1f44c0f7928eb58099f15eaea562f1d664d0d9402fa5cec202514e87a,True
integration_parallel,test/IntegrationTest_parallel/subquery/query.rql,False,0,0,0,0,0,0,9e01bdd5e760b87d8e4a0d935f17427591d3ecddd0f336e223a31e907da40c97,9e01bdd5e760b87d8e4a0d935f17427591d3ecddd0f336e223a31e907da40c97,True
examples,examples/agse/query.rql,False,0,0,0,0,0,0,ff480c283cc442175a94ea7a89286f68f202699e7f4ba5fefdbb4414bac1fb4e,ff480c283cc442175a94ea7a89286f68f202699e7f4ba5fefdbb4414bac1fb4e,True
examples,examples/doc-compiler/ex.1/query.rql,False,0,0,0,0,0,0,2280ea8ee22e5370d1397533220128c7c7423982997aa1c40dcf820affc278fe,2280ea8ee22e5370d1397533220128c7c7423982997aa1c40dcf820affc278fe,True
examples,examples/ecg/rec205/rec205-detect.rql,False,0,0,0,0,1,1,3c8f8ea26fd67baaa7e78e3c1b2335bf723772293922d5332bb124b7e62ac621,3c8f8ea26fd67baaa7e78e3c1b2335bf723772293922d5332bb124b7e62ac621,True
examples,examples/ecg/rec205/rec205-qrs.rql,False,0,0,0,0,1,1,206ce1d61e2cf4d9e383c16338c5918bbccdfaba8e00ef703f15fb2cb68aafed,206ce1d61e2cf4d9e383c16338c5918bbccdfaba8e00ef703f15fb2cb68aafed,True
examples,examples/ecg/rec205/rec205-replay.rql,False,0,0,0,0,0,0,7f9b20a89d7bd1e8b5afbc1d8eceeaecede4100831565b99b316291b59cb1315,7f9b20a89d7bd1e8b5afbc1d8eceeaecede4100831565b99b316291b59cb1315,True
examples,examples/issue-set/expression/query.rql,False,0,0,0,0,0,0,02a3450259a6c95e46fa5e64e7a67cf050a642e809d441edd93252dd1b9992e2,02a3450259a6c95e46fa5e64e7a67cf050a642e809d441edd93252dd1b9992e2,True
examples,examples/issue-set/multi-read/issue-multiple-read-form-one-file.rql,False,0,0,0,0,0,0,7c47e26f50afe57135e902dadb2538408c7846b5be03c8838cdc5370f0d32c80,7c47e26f50afe57135e902dadb2538408c7846b5be03c8838cdc5370f0d32c80,True
examples,examples/mwd/query-mwnd.rql,True,1,1,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
examples,examples/mwd/query-mwnd2.rql,True,1,1,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
examples,examples/mwd/query-mwnd3.rql,False,0,0,0,0,0,0,3de66ddd54917b8ee01067f20453f248a269f5ae2a56f1fd19f2b5752b7784c5,3de66ddd54917b8ee01067f20453f248a269f5ae2a56f1fd19f2b5752b7784c5,True
examples,examples/mwd/query-mwnd4.rql,False,0,0,0,0,0,0,c0140b3fc346740d636926281cda9218319d25473fc3f8b7358c6e45b0157565,c0140b3fc346740d636926281cda9218319d25473fc3f8b7358c6e45b0157565,True
examples,examples/rmpy/adhoc-record/query.rql,False,0,0,0,0,0,0,e21357978697916bdf5885ee76419dbb14127ee51517feb05d7e955ebcfde31d,e21357978697916bdf5885ee76419dbb14127ee51517feb05d7e955ebcfde31d,True
examples,examples/rmpy/qplan1.rql,False,0,0,0,0,0,0,da6cbeae535a7a0cffd7349dcf0320e3b5604c195f7d54aeafa77adb53133066,da6cbeae535a7a0cffd7349dcf0320e3b5604c195f7d54aeafa77adb53133066,True
examples,examples/rmpy/qplan2.rql,False,0,0,0,0,0,0,bd44e4b1ce719cbcacc427ab2ce6c3839562173485d71cfe31e09e50f4081439,bd44e4b1ce719cbcacc427ab2ce6c3839562173485d71cfe31e09e50f4081439,True
examples,examples/rmpy/qplan3.rql,False,0,0,0,0,0,0,76f9ded8c6b4832b7c6034dca2c442f7b65e8b8398f2a81689724c6023601789,76f9ded8c6b4832b7c6034dca2c442f7b65e8b8398f2a81689724c6023601789,True
examples,examples/rmpy/query.rql,False,0,0,0,0,0,0,f29240c8399cf533953be77da6ec45e6d84391c35073d4bb6aea0eb4c4fe3ff1,f29240c8399cf533953be77da6ec45e6d84391c35073d4bb6aea0eb4c4fe3ff1,True
examples,examples/rmpy/query2.rql,False,0,0,0,0,0,0,2f874152104c8b0aa6c8661467e1f66e17cac2ea80e171e3a672cedfbd99b263,2f874152104c8b0aa6c8661467e1f66e17cac2ea80e171e3a672cedfbd99b263,True
examples,examples/rmpy/query3.rql,False,0,0,0,0,0,0,21a1069674f06d83e426409ff0924030673262ae51a7e3c901a241801194ab4c,21a1069674f06d83e426409ff0924030673262ae51a7e3c901a241801194ab4c,True
examples,examples/rmpy/query4.rql,False,0,0,0,0,0,0,b1afce3b90af7ec81a5f9ed413f7667753073fb40cf4ce64acd81bdc3f907b97,b1afce3b90af7ec81a5f9ed413f7667753073fb40cf4ce64acd81bdc3f907b97,True
examples,examples/rmpy/query5.rql,False,0,0,0,0,1,1,fc2902d0e3b744ce15a4c0e13224ef4753afc70b88ce58c8bb00c8a579e39cb5,fc2902d0e3b744ce15a4c0e13224ef4753afc70b88ce58c8bb00c8a579e39cb5,True
examples,examples/rmpy/query6.rql,False,0,0,0,0,0,0,3dc12d4593a6e836968c24113f80b8af35a383aab32e545ecb07e75ea5a7c4e6,3dc12d4593a6e836968c24113f80b8af35a383aab32e545ecb07e75ea5a7c4e6,True
examples,examples/rmpy/query7.rql,False,0,0,0,0,0,0,3783d9ee2824879b5e7bd2fb5617079ccc87b34c035d1a6f6b0650d680b927e3,3783d9ee2824879b5e7bd2fb5617079ccc87b34c035d1a6f6b0650d680b927e3,True
examples,examples/rmpy/query8.rql,False,0,0,0,0,0,0,6d7a6524ae6b33f62490f3de543c9dc795ea5e50609df5fd1c8e5ce67bd8aa80,6d7a6524ae6b33f62490f3de543c9dc795ea5e50609df5fd1c8e5ce67bd8aa80,True
examples,examples/rmpy/query9.rql,False,0,0,0,0,0,0,8bfa23a65eaa454d8f2c3d558cce9fd958258c307edb09384635595f9493325c,8bfa23a65eaa454d8f2c3d558cce9fd958258c307edb09384635595f9493325c,True
examples,examples/session-record-1/query.rql,False,0,0,0,0,1,1,49085538dd1693b5f5dec829ce006f43ed10c5286f9f3ac966b68e3b51cd6809,49085538dd1693b5f5dec829ce006f43ed10c5286f9f3ac966b68e3b51cd6809,True
